,business_id,date,stars
13021,cYwJA2A6I12KNkm2rtXd5g,2016/7/7,4
13272,cYwJA2A6I12KNkm2rtXd5g,2016/7/7,5
13572,cYwJA2A6I12KNkm2rtXd5g,2016/7/7,5
837,K7lWdNUhCbcnEvI0NhGewg,2016/7/6,3
855,K7lWdNUhCbcnEvI0NhGewg,2016/7/6,4
7431,eoHdUeQDNgQ6WYEnP2aiRw,2016/7/6,4
11633,cYwJA2A6I12KNkm2rtXd5g,2016/7/6,4
11641,cYwJA2A6I12KNkm2rtXd5g,2016/7/6,5
12142,cYwJA2A6I12KNkm2rtXd5g,2016/7/6,1
537,K7lWdNUhCbcnEvI0NhGewg,2016/7/5,1
1223,K7lWdNUhCbcnEvI0NhGewg,2016/7/5,4
1255,K7lWdNUhCbcnEvI0NhGewg,2016/7/5,3
7108,eoHdUeQDNgQ6WYEnP2aiRw,2016/7/5,3
7783,eoHdUeQDNgQ6WYEnP2aiRw,2016/7/5,1
11194,cYwJA2A6I12KNkm2rtXd5g,2016/7/5,1
11260,cYwJA2A6I12KNkm2rtXd5g,2016/7/5,4
11370,cYwJA2A6I12KNkm2rtXd5g,2016/7/5,4
11451,cYwJA2A6I12KNkm2rtXd5g,2016/7/5,5
11509,cYwJA2A6I12KNkm2rtXd5g,2016/7/5,5
11745,cYwJA2A6I12KNkm2rtXd5g,2016/7/5,5
255,K7lWdNUhCbcnEvI0NhGewg,2016/7/4,3
399,K7lWdNUhCbcnEvI0NhGewg,2016/7/4,3
7242,eoHdUeQDNgQ6WYEnP2aiRw,2016/7/4,4
7617,eoHdUeQDNgQ6WYEnP2aiRw,2016/7/4,1
11168,cYwJA2A6I12KNkm2rtXd5g,2016/7/4,1
11243,cYwJA2A6I12KNkm2rtXd5g,2016/7/4,4
11365,cYwJA2A6I12KNkm2rtXd5g,2016/7/4,3
11422,cYwJA2A6I12KNkm2rtXd5g,2016/7/4,4
11499,cYwJA2A6I12KNkm2rtXd5g,2016/7/4,5
11538,cYwJA2A6I12KNkm2rtXd5g,2016/7/4,5
11822,cYwJA2A6I12KNkm2rtXd5g,2016/7/4,5
349,K7lWdNUhCbcnEvI0NhGewg,2016/7/3,4
6051,K7lWdNUhCbcnEvI0NhGewg,2016/7/3,3
6058,K7lWdNUhCbcnEvI0NhGewg,2016/7/3,4
6241,K7lWdNUhCbcnEvI0NhGewg,2016/7/3,4
6779,K7lWdNUhCbcnEvI0NhGewg,2016/7/3,4
6974,eoHdUeQDNgQ6WYEnP2aiRw,2016/7/3,1
6999,eoHdUeQDNgQ6WYEnP2aiRw,2016/7/3,2
10995,cYwJA2A6I12KNkm2rtXd5g,2016/7/3,5
11001,cYwJA2A6I12KNkm2rtXd5g,2016/7/3,1
15900,cYwJA2A6I12KNkm2rtXd5g,2016/7/3,4
16376,cYwJA2A6I12KNkm2rtXd5g,2016/7/3,3
6120,K7lWdNUhCbcnEvI0NhGewg,2016/7/2,4
9581,eoHdUeQDNgQ6WYEnP2aiRw,2016/7/2,1
10588,eoHdUeQDNgQ6WYEnP2aiRw,2016/7/2,3
16200,cYwJA2A6I12KNkm2rtXd5g,2016/7/2,4
16317,cYwJA2A6I12KNkm2rtXd5g,2016/7/2,3
16372,cYwJA2A6I12KNkm2rtXd5g,2016/7/2,5
4226,K7lWdNUhCbcnEvI0NhGewg,2016/7/1,3
5203,K7lWdNUhCbcnEvI0NhGewg,2016/7/1,4
6283,K7lWdNUhCbcnEvI0NhGewg,2016/7/1,5
6427,K7lWdNUhCbcnEvI0NhGewg,2016/7/1,4
6791,K7lWdNUhCbcnEvI0NhGewg,2016/7/1,3
10334,eoHdUeQDNgQ6WYEnP2aiRw,2016/7/1,4
14262,cYwJA2A6I12KNkm2rtXd5g,2016/7/1,4
15159,cYwJA2A6I12KNkm2rtXd5g,2016/7/1,5
16022,cYwJA2A6I12KNkm2rtXd5g,2016/7/1,4
16149,cYwJA2A6I12KNkm2rtXd5g,2016/7/1,5
16352,cYwJA2A6I12KNkm2rtXd5g,2016/7/1,4
3605,K7lWdNUhCbcnEvI0NhGewg,2016/6/30,4
5549,K7lWdNUhCbcnEvI0NhGewg,2016/6/30,4
10011,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/30,4
10569,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/30,4
13675,cYwJA2A6I12KNkm2rtXd5g,2016/6/30,5
14521,cYwJA2A6I12KNkm2rtXd5g,2016/6/30,4
14643,cYwJA2A6I12KNkm2rtXd5g,2016/6/30,1
15005,cYwJA2A6I12KNkm2rtXd5g,2016/6/30,3
15169,cYwJA2A6I12KNkm2rtXd5g,2016/6/30,5
15647,cYwJA2A6I12KNkm2rtXd5g,2016/6/30,5
15661,cYwJA2A6I12KNkm2rtXd5g,2016/6/30,2
2851,K7lWdNUhCbcnEvI0NhGewg,2016/6/29,4
3333,K7lWdNUhCbcnEvI0NhGewg,2016/6/29,4
6664,K7lWdNUhCbcnEvI0NhGewg,2016/6/29,3
13035,cYwJA2A6I12KNkm2rtXd5g,2016/6/29,3
13394,cYwJA2A6I12KNkm2rtXd5g,2016/6/29,2
14003,cYwJA2A6I12KNkm2rtXd5g,2016/6/29,4
14203,cYwJA2A6I12KNkm2rtXd5g,2016/6/29,5
14971,cYwJA2A6I12KNkm2rtXd5g,2016/6/29,4
15734,cYwJA2A6I12KNkm2rtXd5g,2016/6/29,5
3272,K7lWdNUhCbcnEvI0NhGewg,2016/6/28,1
13118,cYwJA2A6I12KNkm2rtXd5g,2016/6/28,4
13188,cYwJA2A6I12KNkm2rtXd5g,2016/6/28,3
13258,cYwJA2A6I12KNkm2rtXd5g,2016/6/28,5
13265,cYwJA2A6I12KNkm2rtXd5g,2016/6/28,4
13531,cYwJA2A6I12KNkm2rtXd5g,2016/6/28,5
15566,cYwJA2A6I12KNkm2rtXd5g,2016/6/28,3
2304,K7lWdNUhCbcnEvI0NhGewg,2016/6/27,3
2451,K7lWdNUhCbcnEvI0NhGewg,2016/6/27,1
2867,K7lWdNUhCbcnEvI0NhGewg,2016/6/27,5
12572,cYwJA2A6I12KNkm2rtXd5g,2016/6/27,5
12708,cYwJA2A6I12KNkm2rtXd5g,2016/6/27,3
13270,cYwJA2A6I12KNkm2rtXd5g,2016/6/27,3
13585,cYwJA2A6I12KNkm2rtXd5g,2016/6/27,3
13698,cYwJA2A6I12KNkm2rtXd5g,2016/6/27,5
1759,K7lWdNUhCbcnEvI0NhGewg,2016/6/26,4
2560,K7lWdNUhCbcnEvI0NhGewg,2016/6/26,5
8299,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/26,2
8714,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/26,2
12354,cYwJA2A6I12KNkm2rtXd5g,2016/6/26,4
12394,cYwJA2A6I12KNkm2rtXd5g,2016/6/26,4
12547,cYwJA2A6I12KNkm2rtXd5g,2016/6/26,4
12690,cYwJA2A6I12KNkm2rtXd5g,2016/6/26,5
12866,cYwJA2A6I12KNkm2rtXd5g,2016/6/26,5
12957,cYwJA2A6I12KNkm2rtXd5g,2016/6/26,4
13200,cYwJA2A6I12KNkm2rtXd5g,2016/6/26,4
1253,K7lWdNUhCbcnEvI0NhGewg,2016/6/25,5
7218,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/25,1
8507,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/25,4
11872,cYwJA2A6I12KNkm2rtXd5g,2016/6/25,4
12037,cYwJA2A6I12KNkm2rtXd5g,2016/6/25,4
12075,cYwJA2A6I12KNkm2rtXd5g,2016/6/25,3
12234,cYwJA2A6I12KNkm2rtXd5g,2016/6/25,1
12560,cYwJA2A6I12KNkm2rtXd5g,2016/6/25,5
12959,cYwJA2A6I12KNkm2rtXd5g,2016/6/25,5
1104,K7lWdNUhCbcnEvI0NhGewg,2016/6/24,4
1146,K7lWdNUhCbcnEvI0NhGewg,2016/6/24,1
1340,K7lWdNUhCbcnEvI0NhGewg,2016/6/24,3
1454,K7lWdNUhCbcnEvI0NhGewg,2016/6/24,4
7675,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/24,3
11256,cYwJA2A6I12KNkm2rtXd5g,2016/6/24,3
11297,cYwJA2A6I12KNkm2rtXd5g,2016/6/24,4
11871,cYwJA2A6I12KNkm2rtXd5g,2016/6/24,5
12051,cYwJA2A6I12KNkm2rtXd5g,2016/6/24,1
157,K7lWdNUhCbcnEvI0NhGewg,2016/6/23,1
301,K7lWdNUhCbcnEvI0NhGewg,2016/6/23,3
347,K7lWdNUhCbcnEvI0NhGewg,2016/6/23,5
1051,K7lWdNUhCbcnEvI0NhGewg,2016/6/23,3
7092,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/23,5
10997,cYwJA2A6I12KNkm2rtXd5g,2016/6/23,3
11153,cYwJA2A6I12KNkm2rtXd5g,2016/6/23,3
11614,cYwJA2A6I12KNkm2rtXd5g,2016/6/23,3
139,K7lWdNUhCbcnEvI0NhGewg,2016/6/22,5
4926,K7lWdNUhCbcnEvI0NhGewg,2016/6/22,5
5879,K7lWdNUhCbcnEvI0NhGewg,2016/6/22,5
6094,K7lWdNUhCbcnEvI0NhGewg,2016/6/22,5
6699,K7lWdNUhCbcnEvI0NhGewg,2016/6/22,4
6796,K7lWdNUhCbcnEvI0NhGewg,2016/6/22,4
6941,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/22,3
6992,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/22,3
10059,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/22,5
10977,cYwJA2A6I12KNkm2rtXd5g,2016/6/22,5
14530,cYwJA2A6I12KNkm2rtXd5g,2016/6/22,5
14965,cYwJA2A6I12KNkm2rtXd5g,2016/6/22,5
15679,cYwJA2A6I12KNkm2rtXd5g,2016/6/22,5
4855,K7lWdNUhCbcnEvI0NhGewg,2016/6/21,5
14347,cYwJA2A6I12KNkm2rtXd5g,2016/6/21,4
14832,cYwJA2A6I12KNkm2rtXd5g,2016/6/21,4
14833,cYwJA2A6I12KNkm2rtXd5g,2016/6/21,5
15054,cYwJA2A6I12KNkm2rtXd5g,2016/6/21,4
15436,cYwJA2A6I12KNkm2rtXd5g,2016/6/21,5
15445,cYwJA2A6I12KNkm2rtXd5g,2016/6/21,3
15639,cYwJA2A6I12KNkm2rtXd5g,2016/6/21,5
15808,cYwJA2A6I12KNkm2rtXd5g,2016/6/21,4
15964,cYwJA2A6I12KNkm2rtXd5g,2016/6/21,3
16287,cYwJA2A6I12KNkm2rtXd5g,2016/6/21,5
3779,K7lWdNUhCbcnEvI0NhGewg,2016/6/20,4
3913,K7lWdNUhCbcnEvI0NhGewg,2016/6/20,5
8538,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/20,4
10426,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/20,4
14373,cYwJA2A6I12KNkm2rtXd5g,2016/6/20,5
16140,cYwJA2A6I12KNkm2rtXd5g,2016/6/20,5
16343,cYwJA2A6I12KNkm2rtXd5g,2016/6/20,4
4297,K7lWdNUhCbcnEvI0NhGewg,2016/6/19,4
5303,K7lWdNUhCbcnEvI0NhGewg,2016/6/19,5
9716,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/19,3
14541,cYwJA2A6I12KNkm2rtXd5g,2016/6/19,4
15196,cYwJA2A6I12KNkm2rtXd5g,2016/6/19,5
9196,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/18,4
13759,cYwJA2A6I12KNkm2rtXd5g,2016/6/18,5
13949,cYwJA2A6I12KNkm2rtXd5g,2016/6/18,4
14507,cYwJA2A6I12KNkm2rtXd5g,2016/6/18,3
14547,cYwJA2A6I12KNkm2rtXd5g,2016/6/18,5
15536,cYwJA2A6I12KNkm2rtXd5g,2016/6/18,5
3027,K7lWdNUhCbcnEvI0NhGewg,2016/6/17,5
3397,K7lWdNUhCbcnEvI0NhGewg,2016/6/17,4
7865,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/17,5
8530,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/17,2
8987,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/17,3
9990,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/17,5
10168,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/17,2
13373,cYwJA2A6I12KNkm2rtXd5g,2016/6/17,5
1878,K7lWdNUhCbcnEvI0NhGewg,2016/6/16,5
8741,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/16,1
12815,cYwJA2A6I12KNkm2rtXd5g,2016/6/16,4
12867,cYwJA2A6I12KNkm2rtXd5g,2016/6/16,3
13062,cYwJA2A6I12KNkm2rtXd5g,2016/6/16,2
13321,cYwJA2A6I12KNkm2rtXd5g,2016/6/16,2
2662,K7lWdNUhCbcnEvI0NhGewg,2016/6/15,5
2967,K7lWdNUhCbcnEvI0NhGewg,2016/6/15,4
7623,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/15,5
8366,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/15,2
8779,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/15,4
12627,cYwJA2A6I12KNkm2rtXd5g,2016/6/15,5
13015,cYwJA2A6I12KNkm2rtXd5g,2016/6/15,5
13137,cYwJA2A6I12KNkm2rtXd5g,2016/6/15,5
13191,cYwJA2A6I12KNkm2rtXd5g,2016/6/15,4
1282,K7lWdNUhCbcnEvI0NhGewg,2016/6/14,4
1460,K7lWdNUhCbcnEvI0NhGewg,2016/6/14,5
11582,cYwJA2A6I12KNkm2rtXd5g,2016/6/14,3
11771,cYwJA2A6I12KNkm2rtXd5g,2016/6/14,2
11828,cYwJA2A6I12KNkm2rtXd5g,2016/6/14,2
12114,cYwJA2A6I12KNkm2rtXd5g,2016/6/14,2
12140,cYwJA2A6I12KNkm2rtXd5g,2016/6/14,4
12349,cYwJA2A6I12KNkm2rtXd5g,2016/6/14,4
12739,cYwJA2A6I12KNkm2rtXd5g,2016/6/14,5
579,K7lWdNUhCbcnEvI0NhGewg,2016/6/13,3
7183,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/13,1
7680,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/13,2
12092,cYwJA2A6I12KNkm2rtXd5g,2016/6/13,2
12622,cYwJA2A6I12KNkm2rtXd5g,2016/6/13,1
221,K7lWdNUhCbcnEvI0NhGewg,2016/6/12,5
592,K7lWdNUhCbcnEvI0NhGewg,2016/6/12,3
754,K7lWdNUhCbcnEvI0NhGewg,2016/6/12,5
1066,K7lWdNUhCbcnEvI0NhGewg,2016/6/12,5
10989,cYwJA2A6I12KNkm2rtXd5g,2016/6/12,5
11154,cYwJA2A6I12KNkm2rtXd5g,2016/6/12,4
11186,cYwJA2A6I12KNkm2rtXd5g,2016/6/12,5
11199,cYwJA2A6I12KNkm2rtXd5g,2016/6/12,3
11529,cYwJA2A6I12KNkm2rtXd5g,2016/6/12,4
11612,cYwJA2A6I12KNkm2rtXd5g,2016/6/12,5
11733,cYwJA2A6I12KNkm2rtXd5g,2016/6/12,5
4142,K7lWdNUhCbcnEvI0NhGewg,2016/6/11,4
6501,K7lWdNUhCbcnEvI0NhGewg,2016/6/11,4
6769,K7lWdNUhCbcnEvI0NhGewg,2016/6/11,5
6846,K7lWdNUhCbcnEvI0NhGewg,2016/6/11,4
15411,cYwJA2A6I12KNkm2rtXd5g,2016/6/11,5
15831,cYwJA2A6I12KNkm2rtXd5g,2016/6/11,5
16064,cYwJA2A6I12KNkm2rtXd5g,2016/6/11,4
16203,cYwJA2A6I12KNkm2rtXd5g,2016/6/11,5
16360,cYwJA2A6I12KNkm2rtXd5g,2016/6/11,2
3991,K7lWdNUhCbcnEvI0NhGewg,2016/6/10,5
6274,K7lWdNUhCbcnEvI0NhGewg,2016/6/10,4
10637,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/10,3
15499,cYwJA2A6I12KNkm2rtXd5g,2016/6/10,5
4938,K7lWdNUhCbcnEvI0NhGewg,2016/6/9,5
9718,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/9,4
10836,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/9,5
14919,cYwJA2A6I12KNkm2rtXd5g,2016/6/9,4
15783,cYwJA2A6I12KNkm2rtXd5g,2016/6/9,5
15960,cYwJA2A6I12KNkm2rtXd5g,2016/6/9,4
4804,K7lWdNUhCbcnEvI0NhGewg,2016/6/8,4
5180,K7lWdNUhCbcnEvI0NhGewg,2016/6/8,5
6116,K7lWdNUhCbcnEvI0NhGewg,2016/6/8,5
9134,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/8,1
9228,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/8,1
10206,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/8,2
14511,cYwJA2A6I12KNkm2rtXd5g,2016/6/8,5
15286,cYwJA2A6I12KNkm2rtXd5g,2016/6/8,3
15652,cYwJA2A6I12KNkm2rtXd5g,2016/6/8,3
5007,K7lWdNUhCbcnEvI0NhGewg,2016/6/7,5
8288,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/7,1
8942,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/7,1
9003,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/7,2
9052,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/7,1
9238,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/7,3
14961,cYwJA2A6I12KNkm2rtXd5g,2016/6/7,2
15386,cYwJA2A6I12KNkm2rtXd5g,2016/6/7,3
15425,cYwJA2A6I12KNkm2rtXd5g,2016/6/7,5
3947,K7lWdNUhCbcnEvI0NhGewg,2016/6/6,5
8230,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/6,4
12846,cYwJA2A6I12KNkm2rtXd5g,2016/6/6,1
14596,cYwJA2A6I12KNkm2rtXd5g,2016/6/6,4
15630,cYwJA2A6I12KNkm2rtXd5g,2016/6/6,4
2325,K7lWdNUhCbcnEvI0NhGewg,2016/6/5,4
3191,K7lWdNUhCbcnEvI0NhGewg,2016/6/5,5
5588,K7lWdNUhCbcnEvI0NhGewg,2016/6/5,3
5638,K7lWdNUhCbcnEvI0NhGewg,2016/6/5,3
13294,cYwJA2A6I12KNkm2rtXd5g,2016/6/5,1
14087,cYwJA2A6I12KNkm2rtXd5g,2016/6/5,4
15324,cYwJA2A6I12KNkm2rtXd5g,2016/6/5,4
1568,K7lWdNUhCbcnEvI0NhGewg,2016/6/4,5
2482,K7lWdNUhCbcnEvI0NhGewg,2016/6/4,2
12598,cYwJA2A6I12KNkm2rtXd5g,2016/6/4,2
12887,cYwJA2A6I12KNkm2rtXd5g,2016/6/4,5
13005,cYwJA2A6I12KNkm2rtXd5g,2016/6/4,4
13541,cYwJA2A6I12KNkm2rtXd5g,2016/6/4,3
2413,K7lWdNUhCbcnEvI0NhGewg,2016/6/3,1
2476,K7lWdNUhCbcnEvI0NhGewg,2016/6/3,3
7425,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/3,3
8515,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/3,4
12381,cYwJA2A6I12KNkm2rtXd5g,2016/6/3,5
13264,cYwJA2A6I12KNkm2rtXd5g,2016/6/3,5
1592,K7lWdNUhCbcnEvI0NhGewg,2016/6/2,4
1637,K7lWdNUhCbcnEvI0NhGewg,2016/6/2,5
1937,K7lWdNUhCbcnEvI0NhGewg,2016/6/2,3
2013,K7lWdNUhCbcnEvI0NhGewg,2016/6/2,4
2037,K7lWdNUhCbcnEvI0NhGewg,2016/6/2,5
7397,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/2,1
7593,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/2,5
7889,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/2,1
7892,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/2,5
7929,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/2,3
8318,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/2,4
8391,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/2,1
12094,cYwJA2A6I12KNkm2rtXd5g,2016/6/2,2
12241,cYwJA2A6I12KNkm2rtXd5g,2016/6/2,5
12692,cYwJA2A6I12KNkm2rtXd5g,2016/6/2,4
12945,cYwJA2A6I12KNkm2rtXd5g,2016/6/2,5
702,K7lWdNUhCbcnEvI0NhGewg,2016/6/1,5
795,K7lWdNUhCbcnEvI0NhGewg,2016/6/1,5
7131,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/1,5
7135,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/1,5
7167,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/1,4
7715,eoHdUeQDNgQ6WYEnP2aiRw,2016/6/1,5
11104,cYwJA2A6I12KNkm2rtXd5g,2016/6/1,5
11311,cYwJA2A6I12KNkm2rtXd5g,2016/6/1,5
11492,cYwJA2A6I12KNkm2rtXd5g,2016/6/1,1
11518,cYwJA2A6I12KNkm2rtXd5g,2016/6/1,4
11580,cYwJA2A6I12KNkm2rtXd5g,2016/6/1,5
75,K7lWdNUhCbcnEvI0NhGewg,2016/5/31,5
7345,eoHdUeQDNgQ6WYEnP2aiRw,2016/5/31,1
7361,eoHdUeQDNgQ6WYEnP2aiRw,2016/5/31,3
10910,cYwJA2A6I12KNkm2rtXd5g,2016/5/31,5
10969,cYwJA2A6I12KNkm2rtXd5g,2016/5/31,1
11041,cYwJA2A6I12KNkm2rtXd5g,2016/5/31,4
11277,cYwJA2A6I12KNkm2rtXd5g,2016/5/31,5
11376,cYwJA2A6I12KNkm2rtXd5g,2016/5/31,5
11823,cYwJA2A6I12KNkm2rtXd5g,2016/5/31,4
5671,K7lWdNUhCbcnEvI0NhGewg,2016/5/30,4
6400,K7lWdNUhCbcnEvI0NhGewg,2016/5/30,1
6832,K7lWdNUhCbcnEvI0NhGewg,2016/5/30,5
10316,eoHdUeQDNgQ6WYEnP2aiRw,2016/5/30,2
15248,cYwJA2A6I12KNkm2rtXd5g,2016/5/30,5
15557,cYwJA2A6I12KNkm2rtXd5g,2016/5/30,5
15802,cYwJA2A6I12KNkm2rtXd5g,2016/5/30,4
15832,cYwJA2A6I12KNkm2rtXd5g,2016/5/30,3
16266,cYwJA2A6I12KNkm2rtXd5g,2016/5/30,5
16388,cYwJA2A6I12KNkm2rtXd5g,2016/5/30,4
9276,eoHdUeQDNgQ6WYEnP2aiRw,2016/5/29,3
9534,eoHdUeQDNgQ6WYEnP2aiRw,2016/5/29,1
15413,cYwJA2A6I12KNkm2rtXd5g,2016/5/29,2
15773,cYwJA2A6I12KNkm2rtXd5g,2016/5/29,4
15904,cYwJA2A6I12KNkm2rtXd5g,2016/5/29,2
16110,cYwJA2A6I12KNkm2rtXd5g,2016/5/29,1
9240,eoHdUeQDNgQ6WYEnP2aiRw,2016/5/27,4
9267,eoHdUeQDNgQ6WYEnP2aiRw,2016/5/27,1
14162,cYwJA2A6I12KNkm2rtXd5g,2016/5/27,5
14334,cYwJA2A6I12KNkm2rtXd5g,2016/5/27,1
14742,cYwJA2A6I12KNkm2rtXd5g,2016/5/27,5
15341,cYwJA2A6I12KNkm2rtXd5g,2016/5/27,4
15579,cYwJA2A6I12KNkm2rtXd5g,2016/5/27,5
16021,cYwJA2A6I12KNkm2rtXd5g,2016/5/27,1
4763,K7lWdNUhCbcnEvI0NhGewg,2016/5/26,5
5093,K7lWdNUhCbcnEvI0NhGewg,2016/5/26,4
9182,eoHdUeQDNgQ6WYEnP2aiRw,2016/5/26,3
9270,eoHdUeQDNgQ6WYEnP2aiRw,2016/5/26,3
9722,eoHdUeQDNgQ6WYEnP2aiRw,2016/5/26,4
9756,eoHdUeQDNgQ6WYEnP2aiRw,2016/5/26,4
13948,cYwJA2A6I12KNkm2rtXd5g,2016/5/26,4
13967,cYwJA2A6I12KNkm2rtXd5g,2016/5/26,5
15179,cYwJA2A6I12KNkm2rtXd5g,2016/5/26,5
15410,cYwJA2A6I12KNkm2rtXd5g,2016/5/26,4
4785,K7lWdNUhCbcnEvI0NhGewg,2016/5/25,2
14063,cYwJA2A6I12KNkm2rtXd5g,2016/5/25,2
14356,cYwJA2A6I12KNkm2rtXd5g,2016/5/25,3
15280,cYwJA2A6I12KNkm2rtXd5g,2016/5/25,4
2282,K7lWdNUhCbcnEvI0NhGewg,2016/5/24,5
3283,K7lWdNUhCbcnEvI0NhGewg,2016/5/24,4
3614,K7lWdNUhCbcnEvI0NhGewg,2016/5/24,5
3692,K7lWdNUhCbcnEvI0NhGewg,2016/5/24,4
7965,eoHdUeQDNgQ6WYEnP2aiRw,2016/5/24,5
8735,eoHdUeQDNgQ6WYEnP2aiRw,2016/5/24,4
8755,eoHdUeQDNgQ6WYEnP2aiRw,2016/5/24,2
8769,eoHdUeQDNgQ6WYEnP2aiRw,2016/5/24,3
8825,eoHdUeQDNgQ6WYEnP2aiRw,2016/5/24,4
9626,eoHdUeQDNgQ6WYEnP2aiRw,2016/5/24,5
12752,cYwJA2A6I12KNkm2rtXd5g,2016/5/24,5
12960,cYwJA2A6I12KNkm2rtXd5g,2016/5/24,3
13386,cYwJA2A6I12KNkm2rtXd5g,2016/5/24,3
13868,cYwJA2A6I12KNkm2rtXd5g,2016/5/24,4
2050,K7lWdNUhCbcnEvI0NhGewg,2016/5/23,3
8935,eoHdUeQDNgQ6WYEnP2aiRw,2016/5/23,5
12676,cYwJA2A6I12KNkm2rtXd5g,2016/5/23,5
12777,cYwJA2A6I12KNkm2rtXd5g,2016/5/23,4
12856,cYwJA2A6I12KNkm2rtXd5g,2016/5/23,3
13061,cYwJA2A6I12KNkm2rtXd5g,2016/5/23,5
13216,cYwJA2A6I12KNkm2rtXd5g,2016/5/23,2
1966,K7lWdNUhCbcnEvI0NhGewg,2016/5/22,4
8141,eoHdUeQDNgQ6WYEnP2aiRw,2016/5/22,4
8377,eoHdUeQDNgQ6WYEnP2aiRw,2016/5/22,5
12307,cYwJA2A6I12KNkm2rtXd5g,2016/5/22,3
12522,cYwJA2A6I12KNkm2rtXd5g,2016/5/22,5
1227,K7lWdNUhCbcnEvI0NhGewg,2016/5/21,4
1313,K7lWdNUhCbcnEvI0NhGewg,2016/5/21,3
7314,eoHdUeQDNgQ6WYEnP2aiRw,2016/5/21,5
11920,cYwJA2A6I12KNkm2rtXd5g,2016/5/21,5
11983,cYwJA2A6I12KNkm2rtXd5g,2016/5/21,4
12066,cYwJA2A6I12KNkm2rtXd5g,2016/5/21,5
12637,cYwJA2A6I12KNkm2rtXd5g,2016/5/21,5
578,K7lWdNUhCbcnEvI0NhGewg,2016/5/20,4
644,K7lWdNUhCbcnEvI0NhGewg,2016/5/20,4
1175,K7lWdNUhCbcnEvI0NhGewg,2016/5/20,3
7184,eoHdUeQDNgQ6WYEnP2aiRw,2016/5/20,3
7825,eoHdUeQDNgQ6WYEnP2aiRw,2016/5/20,4
8062,eoHdUeQDNgQ6WYEnP2aiRw,2016/5/20,4
11327,cYwJA2A6I12KNkm2rtXd5g,2016/5/20,5
11463,cYwJA2A6I12KNkm2rtXd5g,2016/5/20,1
11712,cYwJA2A6I12KNkm2rtXd5g,2016/5/20,2
10958,cYwJA2A6I12KNkm2rtXd5g,2016/5/19,4
10961,cYwJA2A6I12KNkm2rtXd5g,2016/5/19,5
11078,cYwJA2A6I12KNkm2rtXd5g,2016/5/19,4
11338,cYwJA2A6I12KNkm2rtXd5g,2016/5/19,4
11393,cYwJA2A6I12KNkm2rtXd5g,2016/5/19,4
16451,cYwJA2A6I12KNkm2rtXd5g,2016/5/19,4
5813,K7lWdNUhCbcnEvI0NhGewg,2016/5/18,1
5895,K7lWdNUhCbcnEvI0NhGewg,2016/5/18,1
14542,cYwJA2A6I12KNkm2rtXd5g,2016/5/18,5
